TIPOTRANSACCION,TRANSACCIONID,FECHA,FECHACONTABLE,CATEGORIA,NUMERODOCUMENTO,DOCUMENTO,ESTABLECIMIENTO,ZONA,LOTE,ACTIVIDAD,CTG,LABORPRODUCTO,LABORPRODUCTOID,LOTEACTIVIDADID,IMPLEMENTO,PARTIDA,SUPERFICIE,SUPERFICIEASIGNADA,CANTIDAD,UNIDAD,CANTIDADSECUNDARIA,UNIDADSECUNDARIA,IMPORTE,DESCRIPCION,CANTIDADHA,DEPOSITO,PRECIO,TIPOLABOR,PLANAGRICOLAITEMDESC,INDICADOR,TIPO,ESTADO,PRODUCTOTIPO,CLASEVO,CAMPANIA,AMBIENTE,ANOMES,COORDENADAS,PORCENTAJEHUMEDAD,LABORUTADA,MONEDAPRODUCTO,MONEDATRANSACCION,CANTIDADHUMEDA,CANTIDADSECA,SUPERFICIECOSECHADA,SUPERFICIESEMBRADA,RINDESECOSEMBRADO,RINDESECOCOSECHADO,IMPORTEHA,EMPRESA,ESTADIO,VARIEDAD,LUGARID,ACTIVIDADID,CAMPANAID,BANDATOXICOLOGICA,PRODUCTOFAMILIAID,PRODUCTORUBROID,CENTROCOSTO,RINDECANTHALOTE,RINDECANTHAESTABLECIMIENTO,IMPORTEHARINDELOTE,IMPORTEHARINDEESTABLECIMIENTO,MARCA,PRINCIPIOACTIVO,SUBFAMILIA,FAMILIA,RUBRO
Compra,155032,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2477","Don Pedro","El Tocon","Lote 2","Soja 1°",10109913332,"Grano Soja",391,2108,,"CAMPAÑA 22/23",NULL,94,36360,Kilos,0,NULL,0,"Generado por TRAS-COS - 2460 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36360,36360,94,94,386.809,386.809,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",386.8085,40.2212,0,0,,,,OLEAGINOSAS,Granos
Compra,155042,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2478","Don Pedro","El Tocon","Lote 2","Soja 1°",10109913860,"Grano Soja",391,2108,,"CAMPAÑA 22/23",NULL,94,29380,Kilos,0,NULL,0,"Generado por TRAS-COS - 2461 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29380,29380,94,94,312.553,312.553,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",312.5532,32.5,0,0,,,,OLEAGINOSAS,Granos
Compra,155053,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2480","Don Pedro","El Tocon","Lote 2","Soja 1°",10109914353,"Grano Soja",391,2108,,"CAMPAÑA 22/23",NULL,94,29300,Kilos,0,NULL,0,"Generado por TRAS-COS - 2463 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29300,29300,94,94,311.702,311.702,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",311.7021,32.4115,0,0,,,,OLEAGINOSAS,Granos
Compra,155151,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2484","Don Pedro","El Tocon","Lote 2","Soja 1°",10109922017,"Grano Soja",391,2108,,"CAMPAÑA 22/23",NULL,94,36410,Kilos,0,NULL,0,"Generado por TRAS-COS - 2467 - COSECHA 22/23 SOJA 518477",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36410,36410,94,94,387.34,387.34,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",387.3404,40.2765,0,0,,,,OLEAGINOSAS,Granos
Compra,155197,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2488","Don Pedro","El Tocon","Lote 3","Soja 1°",10109923624,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,30520,Kilos,0,NULL,0,"Generado por TRAS-COS - 2471 - COSECHA 22/23 SOJA 518477",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30520,30520,86.5,86.5,352.832,352.832,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",352.8324,33.7611,0,0,,,,OLEAGINOSAS,Granos
Compra,155199,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2489","Don Pedro","El Tocon","Lote 3","Soja 1°",10109923839,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,31860,Kilos,0,NULL,0,"Generado por TRAS-COS - 2472 - COSECHA 22/23 SOJA 518477",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31860,31860,86.5,86.5,368.324,368.324,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",368.3237,35.2434,0,0,,,,OLEAGINOSAS,Granos
Compra,155205,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2490","Don Pedro","El Tocon","Lote 3","Soja 1°",10109924243,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,29480,Kilos,0,NULL,0,"Generado por TRAS-COS - 2473 - COSECHA 22/23 SOJA 518477",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29480,29480,86.5,86.5,340.809,340.809,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",340.8092,32.6106,0,0,,,,OLEAGINOSAS,Granos
Compra,155209,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2491","Don Pedro","El Tocon","Lote 3","Soja 1°",10109924697,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,30640,Kilos,0,NULL,0,"Generado por TRAS-COS - 2474 - COSECHA 22/23 SOJA 518477",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30640,30640,86.5,86.5,354.22,354.22,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",354.2197,33.8938,0,0,,,,OLEAGINOSAS,Granos
Compra,155248,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2499","Don Pedro","El Tocon","Lote 3","Soja 1°",10109929432,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,31040,Kilos,0,NULL,0,"Generado por TRAS-COS - 2482 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31040,31040,86.5,86.5,358.844,358.844,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",358.8439,34.3363,0,0,,,,OLEAGINOSAS,Granos
Compra,155357,2023-05-18,2023-05-18,Cosecha,,"COS-TRAS - 2501","Don Pedro","El Tocon","Lote 3","Soja 1°",10109943843,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,14170,Kilos,0,NULL,0,"Generado por TRAS-COS - 2484 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,14170,14170,86.5,86.5,163.815,163.815,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",163.815,15.6748,0,0,,,,OLEAGINOSAS,Granos
Compra,155369,2023-05-18,2023-05-18,Cosecha,,"COS-TRAS - 2502","Don Pedro","El Tocon","Lote 3","Soja 1°",10109944830,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,4800,Kilos,0,NULL,0,"Generado por TRAS-COS - 2485 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,4800,4800,86.5,86.5,55.4913,55.4913,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",55.4913,5.3097,0,0,,,,OLEAGINOSAS,Granos
Compra,155049,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2479","Don Pedro","El Tocon","Lote 3","Soja 1°",10109914119,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,36610,Kilos,0,NULL,0,"Generado por TRAS-COS - 2462 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36610,36610,86.5,86.5,423.237,423.237,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",423.237,40.4978,0,0,,,,OLEAGINOSAS,Granos
Compra,155053,2023-05-17,2023-05-17,Cosecha,,"COS-TRAS - 2480","Don Pedro","El Tocon","Lote 3","Soja 1°",10109914353,"Grano Soja",391,2109,,"CAMPAÑA 22/23",NULL,86.5,7560,Kilos,0,NULL,0,"Generado por TRAS-COS - 2463 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,7560,7560,86.5,86.5,87.3988,87.3988,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",87.3988,8.3628,0,0,,,,OLEAGINOSAS,Granos
Compra,157026,2023-05-24,2023-05-24,Cosecha,0747,"COS-PAS - 765","Don Pedro","El Tocon","Lote 3","Soja 1°",NULL,"Grano Soja",391,2109,,"CAMPAÑA 22/23",86.5,86.5,31570,Kilos,0,NULL,0,"Soja - Bolsa N° 1",364.971,DP-001,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,"Cosecha Gruesa",PESOS,PESOS,31570,31570,86.5,86.5,364.971,364.971,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",364.9711,34.9226,0,0,,,,OLEAGINOSAS,Granos
Compra,157031,2023-05-24,2023-05-24,Cosecha,,"COS-TRAS - 2552","Don Pedro","El Tocon","Lote 4","Soja 1°",10110035622,"Grano Soja",391,2110,,"CAMPAÑA 22/23",NULL,88.5,31680,Kilos,0,NULL,0,"Generado por TRAS-COS - 2535 - CARATULA 619459 GRASSI S.A.",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31680,31680,88.5,88.5,357.966,357.966,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",357.9661,35.0442,0,0,,,,OLEAGINOSAS,Granos
Compra,157012,2023-05-24,2023-05-24,Cosecha,,"COS-TRAS - 2548","Don Pedro","El Tocon","Lote 4","Soja 1°",10110035185,"Grano Soja",391,2110,,"CAMPAÑA 22/23",NULL,88.5,31100,Kilos,0,NULL,0,"Generado por TRAS-COS - 2531 - CARATULA 619459 GRASSI S.A.",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31100,31100,88.5,88.5,351.412,351.412,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",351.4124,34.4027,0,0,,,,OLEAGINOSAS,Granos
Compra,157018,2023-05-24,2023-05-24,Cosecha,,"COS-TRAS - 2549","Don Pedro","El Tocon","Lote 4","Soja 1°",10110035363,"Grano Soja",391,2110,,"CAMPAÑA 22/23",NULL,88.5,36120,Kilos,0,NULL,0,"Generado por TRAS-COS - 2532 - CARATULA 619459 GRASSI S.A.",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36120,36120,88.5,88.5,408.136,408.136,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",408.1356,39.9558,0,0,,,,OLEAGINOSAS,Granos
Compra,157045,2023-05-24,2023-05-24,Cosecha,,"COS-TRAS - 2556","Don Pedro","El Tocon","Lote 4","Soja 1°",10110036239,"Grano Soja",391,2110,,"CAMPAÑA 22/23",NULL,88.5,36630,Kilos,0,NULL,0,"Generado por TRAS-COS - 2539 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36630,36630,88.5,88.5,413.898,413.898,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",413.8983,40.5199,0,0,,,,OLEAGINOSAS,Granos
Compra,157048,2023-05-24,2023-05-24,Cosecha,,"COS-TRAS - 2557","Don Pedro","El Tocon","Lote 4","Soja 1°",10110036383,"Grano Soja",391,2110,,"CAMPAÑA 22/23",NULL,88.5,13500,Kilos,0,NULL,0,"Generado por TRAS-COS - 2540 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,13500,13500,88.5,88.5,152.542,152.542,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",152.5424,14.9336,0,0,,,,OLEAGINOSAS,Granos
Compra,157368,2023-05-26,2023-05-26,Cosecha,0749,"COS-PAS - 767","Don Pedro","El Tocon","Lote 4","Soja 1°",NULL,"Grano Soja",391,2110,,"CAMPAÑA 22/23",88.5,88.5,96610,Kilos,0,NULL,0,"Soja - Bolsa N° 2",1091.64,DP-002,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,"Cosecha Gruesa",PESOS,PESOS,96610,96610,88.5,88.5,1091.64,1091.64,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",1091.6384,106.8695,0,0,,,,OLEAGINOSAS,Granos
Compra,157026,2023-05-24,2023-05-24,Cosecha,0747,"COS-PAS - 765","Don Pedro","El Tocon","Lote 5","Soja 1°",NULL,"Grano Soja",391,2111,,"CAMPAÑA 22/23",90,90,68430,Kilos,0,NULL,0,"Soja - Bolsa N° 1",760.333,DP-001,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,"Cosecha Gruesa",PESOS,PESOS,68430,68430,90,90,760.333,760.333,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",760.3333,75.6969,0,0,,,,OLEAGINOSAS,Granos
Compra,154485,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2448","Don Pedro","El Tocon","Lote 5","Soja 1°",10109860233,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,28620,Kilos,0,NULL,0,"Generado por TRAS-COS - 2431 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,28620,28620,90,90,318,318,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",318,31.6593,0,0,,,,OLEAGINOSAS,Granos
Compra,154488,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2449","Don Pedro","El Tocon","Lote 5","Soja 1°",10109860473,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,29300,Kilos,0,NULL,0,"Generado por TRAS-COS - 2432 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29300,29300,90,90,325.556,325.556,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",325.5556,32.4115,0,0,,,,OLEAGINOSAS,Granos
Compra,154476,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2446","Don Pedro","El Tocon","Lote 5","Soja 1°",10109857755,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,35500,Kilos,0,NULL,0,"Generado por TRAS-COS - 2429 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,35500,35500,90,90,394.444,394.444,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",394.4444,39.2699,0,0,,,,OLEAGINOSAS,Granos
Compra,154509,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2453","Don Pedro","El Tocon","Lote 5","Soja 1°",10109863537,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,31040,Kilos,0,NULL,0,"Generado por TRAS-COS - 2436 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31040,31040,90,90,344.889,344.889,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",344.8889,34.3363,0,0,,,,OLEAGINOSAS,Granos
Compra,154532,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2454","Don Pedro","El Tocon","Lote 5","Soja 1°",10109863754,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,36560,Kilos,0,NULL,0,"Generado por TRAS-COS - 2437 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36560,36560,90,90,406.222,406.222,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",406.2222,40.4425,0,0,,,,OLEAGINOSAS,Granos
Compra,154671,2023-05-16,2023-05-16,Cosecha,,"COS-TRAS - 2458","Don Pedro","El Tocon","Lote 5","Soja 1°",10109877982,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,9520,Kilos,0,NULL,0,"Generado por TRAS-COS - 2441 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,9520,9520,90,90,105.778,105.778,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",105.7778,10.531,0,0,,,,OLEAGINOSAS,Granos
Compra,154420,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2442","Don Pedro","El Tocon","Lote 5","Soja 1°",10109853390,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,5780,Kilos,0,NULL,0,"Generado por TRAS-COS - 2425 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,5780,5780,90,90,64.2222,64.2222,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",64.2222,6.3938,0,0,,,,OLEAGINOSAS,Granos
Compra,154415,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2441","Don Pedro","El Tocon","Lote 5","Soja 1°",10109853105,"Grano Soja",391,2111,,"CAMPAÑA 22/23",NULL,90,30030,Kilos,0,NULL,0,"Generado por TRAS-COS - 2424 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30030,30030,90,90,333.667,333.667,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",333.6667,33.219,0,0,,,,OLEAGINOSAS,Granos
Compra,154420,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2442","Don Pedro","El Tocon","Lote 6","Soja 1°",10109853390,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,23800,Kilos,0,NULL,0,"Generado por TRAS-COS - 2425 - INTERVIENE JV AGRA SRL",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,23800,23800,117,117,203.419,203.419,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",203.4188,26.3274,0,0,,,,OLEAGINOSAS,Granos
Compra,154413,2023-05-15,2023-05-15,Cosecha,,"COS-TRAS - 2440","Don Pedro","El Tocon","Lote 6","Soja 1°",10109852930,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,31300,Kilos,0,NULL,0,"Generado por TRAS-COS - 2423 - ",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,31300,31300,117,117,267.521,267.521,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",267.5214,34.6239,0,0,,,,OLEAGINOSAS,Granos
Compra,154163,2023-05-14,2023-05-14,Cosecha,,"COS-TRAS - 2425","Don Pedro","El Tocon","Lote 6","Soja 1°",10109814616,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,30540,Kilos,0,NULL,0,"Generado por TRAS-COS - 2408 - CMR619337-INTERVIENE COMERCIO INTERIOR SA 30645289826",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30540,30540,117,117,261.026,261.026,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",261.0256,33.7832,0,0,,,,OLEAGINOSAS,Granos
Compra,154165,2023-05-14,2023-05-14,Cosecha,,"COS-TRAS - 2426","Don Pedro","El Tocon","Lote 6","Soja 1°",10109814751,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,29500,Kilos,0,NULL,0,"Generado por TRAS-COS - 2409 - CMR619337-INTERVIENE COMERCIO INTERIOR SA 30645289826",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29500,29500,117,117,252.137,252.137,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",252.1368,32.6327,0,0,,,,OLEAGINOSAS,Granos
Compra,154167,2023-05-14,2023-05-14,Cosecha,,"COS-TRAS - 2427","Don Pedro","El Tocon","Lote 6","Soja 1°",10109814908,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,30380,Kilos,0,NULL,0,"Generado por TRAS-COS - 2410 - CMR619337-INTERVIENE COMERCIO INTERIOR SA 30645289826",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30380,30380,117,117,259.658,259.658,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",259.6581,33.6062,0,0,,,,OLEAGINOSAS,Granos
Compra,154169,2023-05-14,2023-05-14,Cosecha,,"COS-TRAS - 2428","Don Pedro","El Tocon","Lote 6","Soja 1°",10109815127,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,29680,Kilos,0,NULL,0,"Generado por TRAS-COS - 2411 - CMR619337-INTERVIENE COMERCIO INTERIOR SA 30645289826",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29680,29680,117,117,253.675,253.675,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",253.6752,32.8319,0,0,,,,OLEAGINOSAS,Granos
Compra,154171,2023-05-14,2023-05-14,Cosecha,,"COS-TRAS - 2429","Don Pedro","El Tocon","Lote 6","Soja 1°",10109815779,"Grano Soja",391,2112,,"CAMPAÑA 22/23",NULL,117,37220,Kilos,0,NULL,0,"Generado por TRAS-COS - 2412 - CMR619337-INTERVIENE COMERCIO INTERIOR SA 30645289826",0,"BLOQUE DON PEDRO",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,37220,37220,117,117,318.12,318.12,0,"HYH Outfitters S.A.",NULL,NULL,59,33,23,NULL,17,9,"Don Pedro-Soja 1°-CAMPAÑA 22/23",318.1197,41.1726,0,0,,,,OLEAGINOSAS,Granos
